,val_loss,val_acc,loss,acc,test_loss
0,1.891997971343994,0.366,2.06931937344869,0.34773333333333334,1.9001948963165283
1,1.9165353183746339,0.3548,1.7777117087046306,0.42333333333333334,1.9126366676330566
2,1.7804088262557984,0.4058,1.720664246665107,0.4484888888888889,1.773241227722168
3,1.6759175970077516,0.4562,1.692370204395718,0.4614,1.6684043416976928
4,1.6637381540298462,0.4634,1.6666405041588677,0.46944444444444444,1.6619325298309326
5,1.7206912044525147,0.448,1.6508416076660157,0.4778222222222222,1.7203938507080079
6,1.8120517555236817,0.4164,1.6322808137045965,0.48504444444444444,1.8117865589141846
7,1.6372103202819823,0.467,1.6202208570692274,0.4897111111111111,1.6394906841278076
8,1.6776592205047607,0.4748,1.605364002524482,0.49506666666666665,1.6897188806533814
9,1.5379530597686768,0.522,1.5932165439923605,0.5006888888888889,1.5487772245407105
10,1.7517187953948974,0.4264,1.5770871141221787,0.5055333333333333,1.7391713710784913
11,1.6480383640289307,0.4598,1.5731778979619344,0.5076666666666667,1.645857123374939
12,1.7089830974578857,0.4572,1.55807280576494,0.5143777777777778,1.7148002210617066
13,2.3149247119903564,0.3292,1.5506448713090684,0.5171777777777777,2.2986374507904053
14,1.6881153415679933,0.4786,1.5424584308200413,0.5205777777777778,1.6814886766433716
15,1.6043748363494874,0.4858,1.5364469150331286,0.5194222222222222,1.6093070915222167
16,1.5602299518585205,0.5108,1.532474918323093,0.5253333333333333,1.5700502433776855
17,1.5738238536834717,0.5064,1.5222533201217652,0.5257111111111111,1.579548560333252
18,1.447323934173584,0.5468,1.5177738674799601,0.5308222222222222,1.4525027193069457
19,1.597540892791748,0.4816,1.5120600436104668,0.5305777777777778,1.6174597864151001
20,1.6164207221984863,0.4858,1.5068702397240532,0.5330222222222222,1.6115550468444824
21,1.6986358726501465,0.4618,1.4991403969658745,0.5347111111111111,1.7329789911270141
22,1.5115741039276123,0.518,1.4956375588523017,0.5362444444444444,1.516939055633545
23,1.5785260053634644,0.5082,1.4899723311318291,0.5387333333333333,1.5736001726150513
24,1.4294927305221559,0.5524,1.4858227368248833,0.5411777777777778,1.451433466911316
