,,val_loss,val_acc,loss,acc,test_loss
2,0,1.7458670738220214,0.381,1.902193978352017,0.3295111111111111,1.7277389673233032
2,1,1.5307605186462403,0.4598,1.6110292029274835,0.4369111111111111,1.5188295040130615
2,2,1.3476918109893798,0.5302,1.4275720271852281,0.49637777777777775,1.3394499658584595
2,3,1.28126773147583,0.552,1.3090786986456977,0.5379555555555555,1.2763124824523926
2,4,1.2184912803649903,0.5774,1.2167951824612087,0.5737777777777778,1.2155075859069824
2,5,1.207550705718994,0.5788,1.176238720957438,0.5897111111111111,1.203214262008667
2,6,1.2189555561065675,0.572,1.1417020011689927,0.6007555555555556,1.2122382402420044
2,7,1.1623872581481933,0.5942,1.1125615083588494,0.6150444444444444,1.1590238679885865
2,8,1.137712149810791,0.6068,1.0814296045091416,0.6232888888888889,1.1402099254608153
2,9,1.1166128513336182,0.6118,1.0419926605966356,0.6404666666666666,1.1160321241378783
2,10,1.0995298391342163,0.6172,1.0272999498579236,0.6446888888888889,1.1020941883087159
2,11,1.0901478733062744,0.6256,1.0142778309080336,0.6500444444444444,1.0928961784362794
2,12,1.0964453769683837,0.6138,0.9996344388749865,0.6565777777777778,1.097892731666565
2,13,1.0965413642883302,0.6186,0.9857312548107571,0.6615333333333333,1.1010856206893922
2,14,1.0755511754989624,0.6282,0.9649255091773139,0.6703111111111111,1.0784680986404418
3,0,1.7026480049133301,0.4056,1.8821096708509657,0.33586666666666665,1.6886254348754883
3,1,1.430997584915161,0.4952,1.5524099966896905,0.4546,1.4274118385314942
3,2,1.3255759338378905,0.5372,1.3548100033866035,0.5229333333333334,1.3301679975509644
3,3,1.2446297801971435,0.577,1.246046909819709,0.5613333333333334,1.2454440467834473
3,4,1.1728794885635376,0.5942,1.1526054863188002,0.5970444444444445,1.1778185398101806
3,5,1.1608666151046754,0.6048,1.1150604632483587,0.6117777777777778,1.1689850410461426
3,6,1.1348375490188598,0.6076,1.0810752574708726,0.6221333333333333,1.1375769779205323
3,7,1.0954899826049804,0.621,1.0490454911337959,0.6355333333333333,1.108049841117859
3,8,1.1068530710220337,0.6176,1.0202087065378824,0.6444444444444445,1.1237964214324951
3,9,1.066313722229004,0.6304,0.9713619554625618,0.6626666666666666,1.0876028322219848
3,10,1.053611576652527,0.63,0.9534902876959906,0.6722888888888889,1.0681174522399903
3,11,1.044945026779175,0.6432,0.9358733365853628,0.6761777777777778,1.057647889328003
3,12,1.0271281311035156,0.6496,0.9199756347232395,0.684,1.0418581861495972
3,13,1.026374750137329,0.6462,0.9035718603187137,0.6890222222222222,1.0437713466644287
3,14,1.0123103015899657,0.6518,0.8750062230110168,0.7013777777777778,1.0291045921325683
6,0,1.5552432044982911,0.4474,1.791583855205112,0.3632222222222222,1.5481049240112306
6,1,1.3301303066253662,0.5328,1.43662009095086,0.48977777777777776,1.3349700180053712
6,2,1.2812239376068115,0.5448,1.3009132107628716,0.5406888888888889,1.2841882322311402
6,3,1.201619055366516,0.5826,1.2083775329801771,0.5737555555555556,1.2153064016342163
6,4,1.1390278303146362,0.604,1.1080521737204658,0.6139777777777777,1.155141353225708
6,5,1.107668271446228,0.6104,1.0626558041890461,0.6298888888888889,1.1215387136459352
6,6,1.0869479932785033,0.6264,1.0196893197801378,0.6464444444444445,1.0983361944198609
6,7,1.0655390478134155,0.625,0.98110233991411,0.6593333333333333,1.0845882345199584
6,8,1.0323434984207154,0.642,0.9409165920363532,0.6743111111111111,1.0535322582244873
6,9,1.0088949672698975,0.654,0.8780753174993727,0.7000666666666666,1.0268093353271484
6,10,0.9939183883666992,0.6582,0.8549511140187581,0.7084,1.018215294456482
6,11,1.0011375207901,0.6468,0.8325724075635275,0.7165555555555555,1.034426446914673
6,12,0.9792974969863891,0.6628,0.8116572244856093,0.7249111111111111,0.9999071823120117
6,13,0.9766688407897949,0.6602,0.7922503759596083,0.7337777777777778,1.0002399844169616
6,14,0.9521926807403565,0.6754,0.7550413714408875,0.7478888888888889,0.9806337854385376
9,0,1.535555197906494,0.4484,1.7567821091545952,0.3693111111111111,1.5230673030853272
9,1,1.3887327293395997,0.5118,1.4291870534261069,0.4884,1.3902726831436156
9,2,1.2977782222747802,0.5456,1.3086451812320286,0.5370888888888888,1.2996790021896363
9,3,1.1905370658874512,0.5816,1.2190283657285903,0.5739333333333333,1.1996516265869142
9,4,1.1500767627716064,0.6002,1.104610535065333,0.6126888888888888,1.1557665510177613
9,5,1.1148352027893067,0.6108,1.0572832188924153,0.6324444444444445,1.1271745422363282
9,6,1.0793206554412842,0.631,1.012963780064053,0.6491777777777777,1.0946598360061646
9,7,1.061789550590515,0.641,0.9714171553399827,0.6645111111111112,1.082802815246582
9,8,1.0415091758728028,0.639,0.9284082828521728,0.6801777777777778,1.0583686489105224
9,9,1.0121679872512817,0.6484,0.8607256118350559,0.7059777777777778,1.033132304763794
9,10,0.9869012397766114,0.6592,0.8360909204483032,0.7156666666666667,1.0097609149932862
9,11,0.9832086000442505,0.6622,0.8136796983506944,0.7246888888888889,1.0069828001022338
9,12,1.0114132530212403,0.656,0.7922000430583954,0.7322222222222222,1.0380240471839906
9,13,0.9770941738128662,0.6696,0.7716335167778863,0.7395777777777778,1.0064695178031922
9,14,0.9608205089569092,0.6708,0.7302143308427599,0.7575777777777778,0.9885516920089722
