,val_loss,val_acc,loss,acc,test_loss
0,0.9314440036773681,0.6984,0.8228899098396302,0.7198222222222223,0.9641336088180542
1,0.9282549800872802,0.7016,0.7696713879903158,0.7387555555555556,0.9591725558280945
2,1.027013150215149,0.6706,0.7581245690133837,0.7482,1.0409979818344117
3,0.8607685131072998,0.7134,0.7498655564520094,0.7547111111111111,0.9081211771965026
4,1.2728189801216125,0.683,0.7472564352459378,0.7561111111111111,1.3144094235420227
5,1.3064446653366089,0.7092,0.751274199824863,0.7559111111111111,1.3926636985778809
6,0.8171664569854736,0.7368,0.7641581155723995,0.7507555555555555,0.8445894263267517
7,0.7517803457260132,0.759,0.7625207171758016,0.7530222222222223,0.7704027493953705
8,0.8336629505157471,0.7372,0.78101081911193,0.7495333333333334,0.8709981827735901
9,0.8024579763412476,0.733,0.7994208990414937,0.7443111111111111,0.8206868081092834
10,1.3873452367782593,0.6274,0.8043574880388048,0.7420666666666667,1.4030337703704834
11,1.010866895866394,0.7264,0.8142105442682902,0.7418,1.0761671427726747
12,0.8639822153091431,0.731,0.8383955658011967,0.7363555555555555,0.8970093528747558
13,1.1334727109909057,0.6286,0.867873349655999,0.7293555555555555,1.1937443605422973
14,1.2366314186096192,0.6126,0.8867434815194871,0.722,1.281567297744751
15,0.9099321783065796,0.7058,0.9094641234185961,0.7164888888888888,0.954193351650238
16,0.8971288732528686,0.709,0.8928991936365763,0.7167111111111111,0.9491748496055603
17,0.8109501461029053,0.7334,0.9279202639897665,0.7074666666666667,0.8394376246452332
18,1.1594577898025513,0.6618,0.9507687310218811,0.7010222222222222,1.205435507583618
19,1.0307716094970703,0.6642,0.9581548843807645,0.699,1.018276397895813
20,1.112864263343811,0.6292,0.9868071495691936,0.6876,1.1443633892059326
21,1.0476623168945312,0.699,0.9798658515983157,0.685,1.0743174797058106
22,1.4856594596862793,0.56,0.9951524453904894,0.6859777777777778,1.5220860111236572
23,1.1063369048118592,0.6418,1.0144204847335816,0.6796666666666666,1.1360167066574096
24,1.08551438331604,0.6296,0.9990725769678752,0.6788666666666666,1.105218045425415
