,val_loss,val_acc,loss,acc,test_loss
0,2.060878674316406,0.3292,2.0884152881410385,0.3496222222222222,2.050979767036438
1,1.8268520896911622,0.406,1.7678995379553901,0.42602222222222225,1.8250739557266236
2,1.6680067134857177,0.4758,1.7154340648227269,0.45053333333333334,1.669260925102234
3,1.6786801837921144,0.4492,1.6892871175130209,0.4600222222222222,1.6937529508590699
4,1.753083993911743,0.4514,1.6654040592829387,0.4693333333333333,1.7603426572799683
5,1.5450216358184814,0.5212,1.6482816047032673,0.4767111111111111,1.5433510150909424
6,1.6444203491210938,0.4684,1.6348627768410577,0.4789777777777778,1.6573996013641357
7,1.6946830966949462,0.4364,1.62203996541765,0.4850888888888889,1.6826538684844972
8,1.667225255393982,0.461,1.6047523161782158,0.49175555555555556,1.6637300090789795
9,1.571411291885376,0.4914,1.5955590297063191,0.49615555555555557,1.5761930017471313
10,1.8688430725097656,0.3852,1.5863882085164387,0.5007111111111111,1.8530505386352538
11,1.538242343521118,0.4968,1.5747521625094945,0.5068888888888889,1.5446638563156128
12,1.7948519077301026,0.4404,1.5654533280266656,0.509,1.7891018102645875
13,1.506111602783203,0.5306,1.557183840391371,0.5125333333333333,1.5114890880584717
14,1.6629096138000488,0.4666,1.5516382269329494,0.5142666666666666,1.6626287406921387
15,1.5611235401153565,0.5214,1.5444382649739583,0.5170444444444444,1.5573796112060547
16,1.6553813293457031,0.4722,1.5352394295162626,0.5199555555555555,1.6545222166061402
17,1.5985173751831054,0.4852,1.5299042913648817,0.5271111111111111,1.6028527627944946
18,1.4889326251983643,0.5358,1.5239962409337362,0.5233333333333333,1.5123141151428223
19,1.5315354530334473,0.5284,1.5195356058120728,0.5259333333333334,1.5397609117507935
20,1.634887324142456,0.4904,1.5097353952407837,0.5304666666666666,1.639167240333557
21,1.5136570268630982,0.5144,1.506787598737081,0.5312,1.5271131343841553
22,1.4466042121887206,0.5554,1.4973474351671008,0.5355333333333333,1.4471190731048584
23,1.6483564079284667,0.488,1.4965271271387737,0.5350666666666667,1.6464489721298219
24,1.62144228515625,0.4756,1.4924031268013849,0.5374666666666666,1.6266187057495116
