,val_loss,val_acc,loss,acc,test_loss
0,1.8342867736816406,0.3994,2.075339321729872,0.34715555555555555,1.830872431564331
1,1.9601772438049316,0.3818,1.763941605758667,0.4345111111111111,1.9484533102035522
2,1.7429083950042725,0.436,1.7080478345659045,0.45715555555555554,1.7360469722747802
3,1.7258293273925782,0.4402,1.678289872148302,0.46753333333333336,1.7316052406311035
4,1.66071731300354,0.4632,1.6584906656477187,0.4733777777777778,1.651705160331726
5,1.6638765506744384,0.458,1.6355389523824055,0.4798,1.6675354150772095
6,1.6520547061920166,0.4686,1.6203236150741578,0.4874888888888889,1.642016272354126
7,1.7048299743652344,0.4308,1.6082831737624275,0.4904222222222222,1.716328342628479
8,1.6157744659423827,0.4714,1.5953680881712171,0.4946888888888889,1.6175504676818848
9,1.583678246307373,0.4878,1.5869661070505778,0.4993111111111111,1.5843523372650146
10,1.694891403579712,0.4444,1.5740032132466635,0.5026,1.7104450832366944
11,1.8999940231323242,0.4146,1.564904303487142,0.5064888888888889,1.9245537715911865
12,1.477187674331665,0.5416,1.5566403946346707,0.5106888888888889,1.4958835243225097
13,1.5713185256958009,0.478,1.5502649714999728,0.5126888888888889,1.5805072748184203
14,1.4763823371887208,0.5412,1.537513608042399,0.5187333333333334,1.4784270790100098
15,1.5618264038085938,0.4932,1.5292485962337918,0.5225333333333333,1.5783081090927125
16,1.4824357509613038,0.531,1.5244248799218072,0.5263777777777778,1.4945939403533937
17,1.740680320739746,0.4606,1.513943142742581,0.5272222222222223,1.7570398334503174
18,1.4383146652221679,0.557,1.508111286523607,0.5331111111111111,1.4521465118408203
19,1.7064545719146729,0.4562,1.5000008203294541,0.5356,1.7010495307922364
20,1.512838610458374,0.5286,1.496434349907769,0.5362444444444444,1.5290529415130616
21,1.685269274520874,0.4856,1.4934347427792019,0.5360444444444444,1.6904928796768188
22,1.5859152919769288,0.503,1.4836017358567979,0.5416666666666666,1.5701023672103882
23,1.5317578414916992,0.5202,1.4779403835296632,0.5423111111111111,1.5498493579864503
24,1.5982242511749267,0.4748,1.4717288112428453,0.5480444444444444,1.61366107673645
