,val_loss,val_acc,loss,acc,test_loss
0,1.1125818008422852,0.6782,1.2116715091705321,0.6424000000953675,1.1245279762268066
1,1.1064655141830444,0.6796,1.180754950205485,0.6451111111534966,1.1282552764892577
2,1.1419969686508178,0.6614,1.1652372589217292,0.6525555556403266,1.1686703607559203
3,1.1461817193984984,0.6634,1.1610096061282689,0.650822222243415,1.1604280046463014
4,1.1603301483154296,0.6472,1.1588620629204645,0.6553555555555556,1.1726020584106445
5,1.1638009307861328,0.648,1.1554751827663845,0.654666666677263,1.1842774227142334
6,1.0682480197906494,0.6898,1.1562065777036878,0.6561111111323039,1.0902777101516723
7,1.1124225084304808,0.6782,1.152760823249817,0.6550444445504082,1.1271920263290405
8,1.0944559509277343,0.6766,1.1487324188656276,0.6586222222752042,1.1159944414138794
9,1.1059519926071166,0.6728,1.1459296369128757,0.658133333407508,1.1122495491027833
10,1.1485254070281983,0.6536,1.1454220464282565,0.6604000000741747,1.166878510093689
11,1.085036248397827,0.6878,1.1453035744984945,0.6601999999788072,1.1094220624923705
12,1.2100843547821045,0.6324,1.137581005605062,0.6640444445504082,1.2306972192764283
13,1.0847946380615234,0.6804,1.1401545051892599,0.6629777777777778,1.1107460386276244
14,1.1294915376663208,0.6708,1.1354278566148546,0.6633777777353923,1.1469068464279175
15,1.0686691982269287,0.6898,1.1349026522318522,0.6644666666348775,1.083339772796631
16,1.1475613374710083,0.6696,1.1351957027435302,0.6617555555767484,1.1786292446136475
17,1.0756582584381102,0.684,1.1315215608066982,0.6650222222858005,1.0923508750915527
18,1.142004589653015,0.6616,1.1307224919848973,0.6648888888465033,1.1620059616088867
19,1.059655458831787,0.6928,1.1296148510826958,0.6651111111323039,1.0850153062820436
20,1.132850030708313,0.6606,1.121771200773451,0.668733333407508,1.1504719511032104
21,1.186727304840088,0.6466,1.120934124353197,0.6717555556297302,1.1919029500961305
22,1.0735278142929077,0.6836,1.1214387619866266,0.66848888897366,1.0921782516479492
23,1.1068919368743897,0.6806,1.1172014309565226,0.6705555556403267,1.1336880762100219
24,1.1080578475952148,0.6748,1.1151765304989285,0.6737333334392972,1.1481813186645509
