,val_loss,val_acc,loss,acc,test_loss
0,1.1133208518981934,0.6216,1.3472792297151353,0.5229333333333334,1.131482534790039
1,1.2874232164382935,0.5956,0.9597371453815037,0.6656666666666666,1.3272545824050903
2,1.004682960319519,0.6854,0.7867448077731662,0.7290666666666666,1.0413120856285096
3,1.1117153343200683,0.6694,0.6621740538279216,0.7753777777777778,1.1080458763122558
4,1.4352578893661498,0.6652,0.5548398393842909,0.8133555555555556,1.4492501103878022
5,1.1057068801879884,0.663,0.4681591918468475,0.8438222222222223,1.1419566292762757
6,1.1794250121116638,0.7014,0.40087845368650227,0.8675555555555555,1.205251597595215
7,1.3871650007247924,0.6822,0.34186395150820414,0.8888666666666667,1.4418131035804749
8,1.6663157900333405,0.713,0.3054670980089241,0.9024444444444445,1.7021396565437317
9,1.6743520475387572,0.7324,0.26709627739176567,0.9145111111111112,1.7614090897083283
10,1.7604072902679444,0.7156,0.24074561006724834,0.9248888888888889,1.8416833722114563
11,2.7107907197952272,0.6728,0.2263219934635692,0.9293777777777777,2.8599555126190186
12,2.4491161218643187,0.7046,0.21046000232266054,0.9367555555555556,2.545413242530823
13,2.1434689952850343,0.7064,0.20103066165066427,0.9394444444444444,2.2368151787757875
14,1.7606296897888183,0.6616,0.19629408846661034,0.9441777777777778,1.8132748963356018
15,1.8443197182655335,0.7052,0.19150389128352205,0.9460222222222222,1.9426767404556275
16,2.074074785041809,0.6834,0.1780710769461261,0.9486,2.110723937225342
17,2.2283043931007387,0.7038,0.1831725491412398,0.9502222222222222,2.305345395183563
18,2.7933804008483887,0.7082,0.17746074222965788,0.9519777777777778,2.9365800384521483
19,2.508308142089844,0.6892,0.1783601047912923,0.9538444444444445,2.652658403968811
20,2.4327072826385496,0.7082,0.18043266495537116,0.9533111111111111,2.5182214898586275
21,2.56761018242836,0.6928,0.1591702891229917,0.9587555555555556,2.6021621463775633
22,2.9410895178794862,0.6938,0.15684591375167106,0.9593777777777778,3.039429349899292
23,2.4374773136138916,0.707,0.16314099618646788,0.9598222222222222,2.5905799362182615
24,2.4718932772636415,0.6936,0.15653349836663305,0.9611111111111111,2.5192949449539186
