,val_loss,val_acc,loss,acc,test_loss
0,1.704780685043335,0.3938,1.950004903878106,0.29906666666666665,1.6866544523239135
1,1.4562957984924316,0.4756,1.5601231708950467,0.4452,1.4402217903137207
2,1.3113753192901612,0.5392,1.3777316632588705,0.512,1.3094421035766601
3,1.239728466796875,0.5642,1.2603333160294428,0.5548888888888889,1.2406502838134765
4,1.1389302680969238,0.6042,1.1519173912472196,0.5973555555555555,1.151834515953064
5,1.1310445802688598,0.6056,1.1062787221484713,0.6118222222222223,1.1388497535705566
6,1.0976812410354615,0.6118,1.0622174838383993,0.6293333333333333,1.1059134335517884
7,1.0673120584487914,0.622,1.0212807254367404,0.6433777777777778,1.0772882078170776
8,1.0343264696121215,0.6452,0.9853948773278131,0.6580666666666667,1.0506356561660766
9,1.0021386999130248,0.6564,0.9244091329786512,0.6814222222222223,1.0162797101974488
10,0.9990907821655274,0.6546,0.9016140625211928,0.6902222222222222,1.0144536891937257
11,0.9782024227142334,0.6636,0.8817366244422065,0.6957111111111111,0.9940327512741088
12,0.9853772342681885,0.6608,0.8605755205896166,0.7057111111111111,1.003371850681305
13,0.9710245903015137,0.665,0.8418496495988634,0.7115777777777778,0.992601267528534
14,0.9496863319396973,0.6726,0.804465518951416,0.7269111111111111,0.9676243551254272
15,0.9429496351242066,0.6756,0.7910305650499132,0.7311777777777778,0.9658407994270325
16,0.9388765802383423,0.681,0.7797196384429932,0.7359333333333333,0.9591910327911377
17,0.9386547088623047,0.6812,0.7680187387784322,0.7404222222222222,0.9595412271499634
18,0.9319273180007934,0.6828,0.7582318624973298,0.7432444444444445,0.9565334959030152
19,0.9281444248199463,0.6794,0.7363733560350206,0.7536666666666667,0.9488155881881714
20,0.9246777723312378,0.6828,0.7294495756149292,0.7546444444444445,0.9474113310813904
21,0.9318654382705689,0.6806,0.7241037874433729,0.7566888888888889,0.9511134641647339
22,0.9267103765487671,0.6842,0.7178094355583191,0.7580222222222223,0.9538211559295654
23,0.9179145330429077,0.6852,0.711779552851783,0.7606666666666667,0.9400444289207458
24,0.9167497817993164,0.6848,0.7000900893105401,0.7662666666666667,0.9393219830513001
